Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2023-04-25,Data Craft India,Consulting,3,73,1,16705.69527864351,33.596486800382415,69.04440165061152,4
2023-04-26,Monsanto Holdings,Telecommunications,5,210,2,386333.2702978652,103.00915720393422,212.82986190913024,4
2023-04-27,Novell,Software,8,94,3,154033.50645799877,109.11679031749448,217.189485626956,4
2023-04-28,Jurimatrix,Consulting,5,393,4,226349.06235300525,202.294785156924,398.35514042617586,4
2023-04-29,Target Operation,Consulting,1,0,5,82255.70289564463,0.0,0.0,4
2023-04-30,Philips,Technology,9,0,6,67038.4916708522,0.0,0.0,4
2023-05-01,Cerner Health Care Solutions,Healthcare,9,266,0,297737.37737389834,91.60579928899892,183.96338281090274,5
2023-05-02,Mavenir,Biotechnology,7,94,1,287955.1965214351,102.9477024930903,204.69182457251165,5
2023-05-03,Colt Technologies,Technology,9,139,2,470980.6193328473,124.3610846350389,253.50355141056082,5
2023-05-04,Cognizant,IT Services,7,365,3,98532.73588121487,166.01483697590137,326.04227746467126,5
2023-05-05,L and T,Manufacturing,5,475,4,380607.76996919076,386.3241406838685,780.8028510172603,5
2023-05-06,Software Software Software,Travel,3,0,5,132242.80313614343,0.0,0.0,5
2023-05-07,IBM,Engineering,10,0,6,29641.598150655183,0.0,10.727433380501349,5
2023-05-08,Cerner Health Care Solutions,Healthcare,7,391,0,297737.37737389834,102.3430568984836,208.51965905194012,5
2023-05-09,Justdial,Electronics,3,300,1,28154.41451350742,120.78840311408818,241.21996260365748,5
2023-05-10,Andritz,Engineering,3,306,2,105823.38138647184,136.66736464969458,273.0811053400439,5
2023-05-11,Nvidia Graphics,Semiconductors,3,480,3,31350.27225087647,126.39019446465345,255.06134970340955,5
2023-05-12,IBM,Engineering,4,435,4,29641.598150655183,258.3043885112525,518.9692171726701,5
2023-05-13,Nokia Siemens Network India,Technology,8,0,5,94389.6278951662,0.0,7.92487451057659,5
2023-05-14,Monsanto Holdings,Telecommunications,8,0,6,386333.2702978652,0.0,0.477427897036116,5
2023-05-15,TP Vision,Software,7,400,0,311951.2495387996,107.49071744198503,212.59912786012956,5
2023-05-16,Via.com,Software,7,386,1,30517.733222274303,169.47891805250615,342.27336933632967,5
2023-05-17,TP Vision,Software,2,464,2,311951.2495387996,197.04120940509833,386.2870306369994,5
2023-05-18,IBM,Engineering,3,282,3,29641.598150655183,117.11085417031094,243.68381103838644,5
2023-05-19,Andritz,Engineering,5,401,4,105823.38138647184,271.97121410833483,549.6121528103122,5
2023-05-20,Alcatel Lucent Technologies,Telecommunications,8,0,5,290068.3522488535,0.0,0.0,5
2023-05-21,Northern Operation Services,Outsourcing,9,0,6,90706.62617261536,0.0,6.792924706556365,5
2023-05-22,Via.com,Software,3,168,0,30517.733222274303,37.97723195837427,76.1370694598986,5
2023-05-23,Cerner Health Care Solutions,Healthcare,9,182,1,297737.37737389834,159.1601415327522,324.2774768555005,5
2023-05-24,Nvidia Graphics,Semiconductors,5,152,2,31350.27225087647,64.82018407357444,130.27475214113633,5
2023-05-25,Nokia Siemens Network India,Technology,2,252,3,94389.6278951662,72.43861178609518,137.60937359099117,5
2023-05-26,Monsanto Holdings,Telecommunications,5,195,4,386333.2702978652,149.28302754013387,297.1375178690431,5
2023-05-27,ANZ,Finance,5,0,5,235720.71443058396,0.0,8.331099490464057,5
2023-05-28,Philips,Technology,6,0,6,67038.4916708522,0.0,0.0,5
2023-05-29,Jurimatrix,Consulting,5,329,0,226349.06235300525,60.93611960986191,120.56692897812624,5
2023-05-30,Data Craft India,Consulting,1,235,1,16705.69527864351,57.66260761912795,117.5034508612687,5
2023-05-31,Jurimatrix,Consulting,3,86,2,226349.06235300525,58.91354814925559,114.99296309094645,5
2023-06-01,Novell,Software,1,434,3,154033.50645799877,157.6436297275574,314.931825962325,6
2023-06-02,TCS,Telecommunications,1,315,4,363434.6900430807,151.77047658683531,301.9319497731578,6
2023-06-03,Software Software Software,Travel,10,0,5,132242.80313614343,0.0,0.0,6
2023-06-04,Andritz,Engineering,10,0,6,105823.38138647184,0.0,0.8510374904522604,6
2023-06-05,ANZ,Finance,10,244,0,235720.71443058396,74.80902437262915,147.30014249754754,6
2023-06-06,Via.com,Software,5,106,1,30517.733222274303,72.42523923238033,144.85311965977402,6
2023-06-07,Philips,Technology,8,126,2,67038.4916708522,74.58036041340357,151.248505982158,6
2023-06-08,Stylus Commercial Services,IT Services,5,89,3,336825.669668257,107.73770214369159,213.74791667368632,6
2023-06-09,Fidelity,Finance,8,415,4,266099.3903756254,272.8407736513013,547.4854010797163,6
2023-06-10,Novell,Software,5,0,5,154033.50645799877,0.0,8.158570273909142,6
2023-06-11,Jurimatrix,Consulting,6,0,6,226349.06235300525,0.0,1.2314078178108525,6
2023-06-12,Stylus Commercial Services,IT Services,5,456,0,336825.669668257,105.56656239982092,209.06389833179674,6
2023-06-13,Colt Technologies,Technology,6,312,1,470980.6193328473,144.69066477623466,288.14885631859,6
2023-06-14,Cognizant,IT Services,6,189,2,98532.73588121487,109.38682620247903,217.96869629573186,6
2023-06-15,Data Craft India,Consulting,8,262,3,16705.69527864351,101.06757552436544,194.69263582812556,6
2023-06-16,TCS,Telecommunications,4,398,4,363434.6900430807,197.73355511881303,389.86270099849,6
2023-06-17,L and T,Manufacturing,7,0,5,380607.76996919076,0.0,5.397411515024443,6
2023-06-18,Data Craft India,Consulting,6,0,6,16705.69527864351,0.0,0.0,6
2023-06-19,IBM,Engineering,4,234,0,29641.598150655183,54.93331980576755,114.83730806141256,6
2023-06-20,Justdial,Electronics,10,70,1,28154.41451350742,103.71374017478405,211.68002518502,6
2023-06-21,Nvidia Graphics,Semiconductors,8,57,2,31350.27225087647,60.3906869231371,120.3075824956267,6
2023-06-22,Cerner Health Care Solutions,Healthcare,3,71,3,297737.37737389834,84.42882857073893,178.88579897469342,6
2023-06-23,Fidelity,Finance,3,459,4,266099.3903756254,243.29714465455834,492.481986442344,6
2023-06-24,Novell,Software,1,0,5,154033.50645799877,0.0,0.0,6
2023-06-25,Cognizant,IT Services,2,0,6,98532.73588121487,0.0,3.7080503035431507,6
2023-06-26,Colt Technologies,Technology,5,389,0,470980.6193328473,77.73889446639375,162.46000196473813,6
2023-06-27,Stylus Commercial Services,IT Services,4,483,1,336825.669668257,211.69658759340726,419.6826205938447,6
2023-06-28,Netscout System Software,Software,5,482,2,484544.04893449426,249.772649374431,499.0293995222136,6
2023-06-29,Via.com,Software,4,419,3,30517.733222274303,157.12663165721742,314.87144588562336,6
2023-06-30,Jurimatrix,Consulting,6,262,4,226349.06235300525,168.32122290518996,332.903478317179,6
2023-07-01,Novell,Software,2,0,5,154033.50645799877,0.0,0.0,7
2023-07-02,L and T,Manufacturing,6,0,6,380607.76996919076,0.0,0.0,7
2023-07-03,Cerner Health Care Solutions,Healthcare,8,63,0,297737.37737389834,58.96453615616553,87.45645919702771,7
2023-07-04,Data Craft India,Consulting,1,304,1,16705.69527864351,72.48905705210511,102.09989780292935,7
2023-07-05,Nvidia Graphics,Semiconductors,5,362,2,31350.27225087647,111.3299041531665,177.06572215740448,7
2023-07-06,Philips,Technology,7,285,3,67038.4916708522,102.37794958605896,157.54802510647423,7
2023-07-07,Cerner Health Care Solutions,Healthcare,6,91,4,297737.37737389834,166.50512817779708,255.5786245623379,7
2023-07-08,Northern Operation Services,Outsourcing,9,0,5,90706.62617261536,0.0,0.0,7
2023-07-09,Philips,Technology,3,0,6,67038.4916708522,0.0,0.0,7
2023-07-10,Northern Operation Services,Outsourcing,7,309,0,90706.62617261536,49.71371612060407,78.29289473002443,7
2023-07-11,Fidelity,Finance,6,253,1,266099.3903756254,131.0800879297211,206.68423028997913,7
2023-07-12,Alcatel Lucent Technologies,Telecommunications,1,198,2,290068.3522488535,71.77827560828669,104.44423745470469,7
2023-07-13,Data Craft India,Consulting,6,224,3,16705.69527864351,82.15848059535108,115.13038494643527,7
2023-07-14,TP Vision,Software,1,326,4,311951.2495387996,222.39872470458062,333.3882068732075,7
2023-07-15,Target Operation,Consulting,7,0,5,82255.70289564463,0.0,0.0,7
2023-07-16,ANZ,Finance,2,0,6,235720.71443058396,0.0,3.9585500405163088,7
2023-07-17,Jurimatrix,Consulting,10,161,0,226349.06235300525,56.31628391697773,86.09785791447213,7
2023-07-18,Cerner Health Care Solutions,Healthcare,6,405,1,297737.37737389834,201.53651823151833,298.0559692999598,7
2023-07-19,Fidelity,Finance,2,58,2,266099.3903756254,58.94381719512135,85.31879030643347,7
2023-07-20,Colt Technologies,Technology,7,398,3,470980.6193328473,167.71702595656862,244.88669170651275,7
2023-07-21,Alcatel Lucent Technologies,Telecommunications,6,148,4,290068.3522488535,128.88110525036123,187.76814923035022,7
2023-07-22,Stylus Commercial Services,IT Services,2,0,5,336825.669668257,0.0,0.0,7
2023-07-23,Jurimatrix,Consulting,3,0,6,226349.06235300525,0.0,0.0,7
2023-07-24,ANZ,Finance,8,323,0,235720.71443058396,78.35470547653321,118.9636496896273,7
2023-07-25,TCS,Telecommunications,3,105,1,363434.6900430807,70.5462942508796,100.07796752366218,7
2023-07-26,Target Operation,Consulting,5,254,2,82255.70289564463,90.2754252880649,136.37842284090001,7
2023-07-27,Via.com,Software,6,341,3,30517.733222274303,148.89177406035824,223.98136404254825,7
2023-07-28,Stylus Commercial Services,IT Services,8,364,4,336825.669668257,307.778547856354,463.73275877090197,7
2023-07-29,TCS,Telecommunications,3,0,5,363434.6900430807,0.0,0.0,7
2023-07-30,Nokia Siemens Network India,Technology,2,0,6,94389.6278951662,0.0,8.260685136745053,7
2023-07-31,Data Craft India,Consulting,6,256,0,16705.69527864351,44.51725755749633,72.2810446457201,7
2023-08-01,Colt Technologies,Technology,6,159,1,470980.6193328473,112.9516263925311,169.62111762329164,8
2023-08-02,Monsanto Holdings,Telecommunications,6,177,2,386333.2702978652,101.44890480859105,148.40386233491404,8
2023-08-03,Software Software Software,Travel,5,320,3,132242.80313614343,100.17066750412295,152.945329395683,8
2023-08-04,Philips,Technology,3,495,4,67038.4916708522,186.74139945326684,282.04449390481903,8
2023-08-05,Monsanto Holdings,Telecommunications,10,0,5,386333.2702978652,0.0,5.282468468035112,8
2023-08-06,Northern Operation Services,Outsourcing,6,0,6,90706.62617261536,0.0,1.9640383875714262,8
2023-08-07,Alcatel Lucent Technologies,Telecommunications,10,397,0,290068.3522488535,77.23582628073784,114.6677326054763,8
2023-08-08,Nvidia Graphics,Semiconductors,8,421,1,31350.27225087647,141.0075350610967,205.52112776535975,8
2023-08-09,Andritz,Engineering,7,430,2,105823.38138647184,207.2197151351635,316.78482442037057,8
2023-08-10,Mavenir,Biotechnology,6,177,3,287955.1965214351,117.40603333172744,176.42725991813288,8
2023-08-11,Software Software Software,Travel,7,305,4,132242.80313614343,159.64409132225467,241.14869504946688,8
2023-08-12,Philips,Technology,5,0,5,67038.4916708522,0.0,0.0,8
2023-08-13,Northern Operation Services,Outsourcing,3,0,6,90706.62617261536,0.0,0.0,8
2023-08-14,Andritz,Engineering,5,75,0,105823.38138647184,39.8292728653163,60.14818294568463,8
2023-08-15,Andritz,Engineering,7,319,1,105823.38138647184,172.2585057428106,261.44038245658516,8
2023-08-16,Nvidia Graphics,Semiconductors,6,343,2,31350.27225087647,112.65875329829771,166.17584909202736,8
2023-08-17,Cognizant,IT Services,2,430,3,98532.73588121487,149.11095316293947,228.43311200033995,8
2023-08-18,TCS,Telecommunications,1,325,4,363434.6900430807,154.67953219012506,230.0618459653097,8
2023-08-19,Alcatel Lucent Technologies,Telecommunications,2,0,5,290068.3522488535,0.0,6.906270183607328,8
2023-08-20,Data Craft India,Consulting,8,0,6,16705.69527864351,0.0,0.0,8
2023-08-21,Andritz,Engineering,6,216,0,105823.38138647184,65.9714384469856,105.66389562533675,8
2023-08-22,Mavenir,Biotechnology,7,496,1,287955.1965214351,203.15889209881678,311.0435382778565,8
2023-08-23,Fidelity,Finance,5,483,2,266099.3903756254,181.2086828469853,276.33533346312447,8
2023-08-24,TCS,Telecommunications,3,407,3,363434.6900430807,129.44582217508494,186.76237244008382,8
2023-08-25,IBM,Engineering,1,256,4,29641.598150655183,138.97584584389992,221.9630184676939,8
2023-08-26,Andritz,Engineering,8,0,5,105823.38138647184,0.0,0.0,8
2023-08-27,Data Craft India,Consulting,10,0,6,16705.69527864351,0.0,2.318454520119354,8
2023-08-28,TP Vision,Software,5,279,0,311951.2495387996,82.34499156586153,123.32067421236317,8
2023-08-29,Software Software Software,Travel,4,286,1,132242.80313614343,88.60772107963021,128.12410002456187,8
2023-08-30,TP Vision,Software,7,318,2,311951.2495387996,190.86506620745396,283.62880182387374,8
2023-08-31,Colt Technologies,Technology,10,187,3,470980.6193328473,139.50454739327654,217.26934220372834,8
2023-09-01,TCS,Telecommunications,7,465,4,363434.6900430807,239.04214468552718,214.16581644927786,9
2023-09-02,Northern Operation Services,Outsourcing,8,0,5,90706.62617261536,0.0,3.2446239255711506,9
2023-09-03,Justdial,Electronics,9,0,6,28154.41451350742,0.0,0.03828927172572552,9
2023-09-04,Data Craft India,Consulting,8,248,0,16705.69527864351,49.02965521101112,43.23916780902415,9
2023-09-05,Philips,Technology,6,426,1,67038.4916708522,126.44153424298455,112.6759376087857,9
2023-09-06,TCS,Telecommunications,8,241,2,363434.6900430807,121.4495286489511,117.33834367370267,9
2023-09-07,Nvidia Graphics,Semiconductors,9,314,3,31350.27225087647,122.84659674430358,112.62711647870367,9
2023-09-08,Novell,Software,7,263,4,154033.50645799877,225.92618564595054,202.0551784969549,9
2023-09-09,IBM,Engineering,6,0,5,29641.598150655183,0.0,2.839688583249745,9
2023-09-10,Netscout System Software,Software,7,0,6,484544.04893449426,0.0,0.0,9
2023-09-11,Cerner Health Care Solutions,Healthcare,4,114,0,297737.37737389834,51.94952785130222,41.9677140533188,9
2023-09-12,Netscout System Software,Software,2,342,1,484544.04893449426,186.5407071128339,163.78905537911086,9
2023-09-13,Jurimatrix,Consulting,10,129,2,226349.06235300525,105.75653331431387,89.85292086950923,9
2023-09-14,Novell,Software,7,121,3,154033.50645799877,109.70499443155586,97.87108782311809,9
2023-09-15,Monsanto Holdings,Telecommunications,10,394,4,386333.2702978652,243.53642908672114,214.82953845472645,9
2023-09-16,IBM,Engineering,8,0,5,29641.598150655183,0.0,2.852654828775801,9
2023-09-17,TP Vision,Software,4,0,6,311951.2495387996,0.0,0.25785731999736045,9
2023-09-18,Fidelity,Finance,7,360,0,266099.3903756254,81.67900623090657,69.32657804555281,9
2023-09-19,Netscout System Software,Software,6,212,1,484544.04893449426,177.71764540191336,162.976715011937,9
2023-09-20,Novell,Software,6,377,2,154033.50645799877,177.64256960564393,158.1981940916825,9
2023-09-21,TCS,Telecommunications,8,423,3,363434.6900430807,156.94527064300863,142.81603232263654,9
2023-09-22,TCS,Telecommunications,10,345,4,363434.6900430807,225.95139447072341,194.33912589802978,9
2023-09-23,Fidelity,Finance,10,0,5,266099.3903756254,0.0,0.0,9
2023-09-24,Data Craft India,Consulting,10,0,6,16705.69527864351,0.0,2.7383594251058643,9
2023-09-25,Software Software Software,Travel,5,339,0,132242.80313614343,51.94716410854759,41.671831117589996,9
2023-09-26,Philips,Technology,6,91,1,67038.4916708522,56.94756131134602,54.13261312904373,9
2023-09-27,ANZ,Finance,3,202,2,235720.71443058396,96.55509705234938,87.40601506568616,9
2023-09-28,Data Craft India,Consulting,7,52,3,16705.69527864351,50.571697020747564,45.81009605870138,9
2023-09-29,Target Operation,Consulting,9,448,4,82255.70289564463,228.88176430999673,203.16549772364195,9
2023-09-30,L and T,Manufacturing,2,0,5,380607.76996919076,0.0,0.952419095991358,9
2023-10-01,Novell,Software,10,0,6,154033.50645799877,0.0,5.069587692378674,10
2023-10-02,Andritz,Engineering,8,237,0,105823.38138647184,77.15272613553091,67.5763781229697,10
2023-10-03,Via.com,Software,9,86,1,30517.733222274303,95.95340379483505,84.41613360821307,10
2023-10-04,Fidelity,Finance,7,365,2,266099.3903756254,164.58066111833176,147.9623849972843,10
2023-10-05,Andritz,Engineering,1,136,3,105823.38138647184,67.37487756575185,55.134957238082755,10
2023-10-06,Data Craft India,Consulting,7,440,4,16705.69527864351,199.78789409500152,170.68668379140212,10
2023-10-07,Target Operation,Consulting,7,0,5,82255.70289564463,0.0,0.0,10
2023-10-08,Cognizant,IT Services,2,0,6,98532.73588121487,0.0,0.0,10
2023-10-09,Nvidia Graphics,Semiconductors,3,376,0,31350.27225087647,51.67840464118965,47.00030271125899,10
2023-10-10,TCS,Telecommunications,7,132,1,363434.6900430807,95.3153010269527,84.68809329064918,10
2023-10-11,TCS,Telecommunications,4,401,2,363434.6900430807,133.151421614025,107.45390445258889,10
2023-10-12,Data Craft India,Consulting,4,106,3,16705.69527864351,46.05929936723278,45.82064869065141,10
2023-10-13,Colt Technologies,Technology,3,81,4,470980.6193328473,121.13523935479672,107.59286432654685,10
2023-10-14,Via.com,Software,1,0,5,30517.733222274303,0.0,0.0,10
2023-10-15,Colt Technologies,Technology,1,0,6,470980.6193328473,0.0,0.0,10
2023-10-16,Cerner Health Care Solutions,Healthcare,3,239,0,297737.37737389834,66.26587133061511,67.74967547661917,10
2023-10-17,Philips,Technology,7,441,1,67038.4916708522,134.7393220557175,125.47932487848448,10
2023-10-18,L and T,Manufacturing,6,455,2,380607.76996919076,260.64156999385466,233.52564250476263,10
2023-10-19,Cognizant,IT Services,4,494,3,98532.73588121487,181.22833240756708,165.5939487755561,10
2023-10-20,Andritz,Engineering,10,219,4,105823.38138647184,245.1927616199919,217.30962179980006,10
2023-10-21,Software Software Software,Travel,8,0,5,132242.80313614343,0.0,0.6237771282827267,10
2023-10-22,Via.com,Software,2,0,6,30517.733222274303,0.0,0.0,10
2023-10-23,Target Operation,Consulting,7,329,0,82255.70289564463,58.56746756520741,51.90771589076553,10
2023-10-24,L and T,Manufacturing,3,228,1,380607.76996919076,161.66839052841203,145.97394392533843,10
